id,frame,x [nm],y [nm],sigma [nm],intensity [photon],offset [photon],bkgstd [photon],uncertainty_xy [nm]
0,528,1260.413,1253.344,128.84,13713,115,0,1.68
1,532,1272.379,1269.757,133.18,14446,103,0,1.62
2,533,1270.391,1269.985,130.82,13951,111,0,1.63
3,746,1267.185,1274.596,131.21,6878,118,0,2.72
4,3662,1290.574,1267.849,134.48,23585,98,0,1.2
5,394,1289.499,1277.461,133.7,38625,107,0,0.89
6,395,1273.51,1273.209,133.47,36292,117,0,0.93
7,396,1278.62,1278.64,133.33,38128,109,0,0.9
8,397,1284.48,1280.519,134.19,38725,110,0,0.9
9,525,1283.645,1287.299,130.24,13873,112,0,1.63
10,527,1287.967,1287.21,135.48,14676,96,0,1.64
11,529,1253.804,1288.484,135.39,14638,103,0,1.65
12,530,1277.532,1290.856,136.86,15236,93,0,1.62
13,531,1290.673,1280.337,132.24,14306,104,0,1.62
14,534,1265.749,1274.896,136.15,15575,84,0,1.62
15,535,1270.555,1270.476,134.21,14395,104,0,1.65
16,748,1276.727,1286.704,127.63,6889,110,0,2.55
17,3660,1290.541,1273.745,132.01,22875,113,0,1.21
18,3661,1274.661,1282.356,131.5,13045,104,0,1.7
19,3663,1275.925,1276.854,134.21,22584,113,0,1.26
20,3664,1295.266,1275.038,132.33,23137,111,0,1.2
21,7177,1282.409,1272.638,136.99,23148,103,0,1.25
22,7178,1281.13,1290.199,135.2,14665,100,0,1.64
23,7179,1256.355,1274.246,134.97,22941,100,0,1.23
24,749,1268.696,1279.673,131.99,7441,100,0,2.51
25,6887,1275.787,1270.471,135.69,9237,92,0,2.22
26,2342,1275.147,1286.781,135.55,23253,96,0,1.24
27,2343,1287.89,1268.381,134.45,11797,97,0,1.88
28,2344,1289.534,1271.929,134.04,22597,109,0,1.28
29,2345,1298.132,1268.888,133.38,22457,110,0,1.25
30,2346,1268.163,1278.776,133.54,22130,111,0,1.27
31,2347,1275.643,1277.153,132.17,22262,109,0,1.25
32,2348,1273.188,1276.246,136.66,23590,96,0,1.23
33,2349,1287.666,1280.255,133.19,22775,103,0,1.22
34,2350,1289.116,1291.407,132.46,22329,110,0,1.26
35,2351,1314.235,1280.747,137.77,23719,89,0,1.25
36,2352,1281.136,1281.445,136.05,23678,94,0,1.23
37,3852,1282.045,1291.975,138.77,17265,87,0,1.53
38,6690,1267.937,1258.065,131.94,17719,106,0,1.42
39,6890,1281.942,1284.48,136.69,9540,92,0,2.22
40,6891,1267.799,1269.97,136.08,9415,93,0,2.22
41,6894,1264.805,1286.404,133.13,8555,107,0,2.39
42,7058,1280.882,1288.713,135.51,13622,103,0,1.78
43,7060,1277.357,1279.919,136.29,14201,91,0,1.76
44,7061,1280.946,1274.366,137.68,14355,93,0,1.75
45,7063,1273.397,1282.398,130.61,12980,110,0,1.72
46,7064,1285.981,1279.877,131.86,13316,110,0,1.74
47,7065,1281.055,1283.842,133.81,13925,95,0,1.7
48,7067,1292.405,1274.52,136.28,13758,105,0,1.76
49,7066,1284.019,1285.786,132.22,13539,100,0,1.76
50,6889,1279.568,1278.826,125.83,8096,113,0,2.25
51,6892,1274.603,1275.258,143.85,10975,69,0,2.15
52,6893,1284.582,1284.209,131.21,8783,108,0,2.26
53,7059,1277.048,1277.828,134.22,6722,101,0,2.8
54,7062,1284.523,1299.117,136.15,13900,96,0,1.73
55,7068,1251.089,1270.867,136.15,13647,99,0,1.76
56,294,1284.34,1288.057,136.83,17212,91,0,1.52
57,295,1279.69,1284.633,147.63,7331,76,0,3
58,299,1282.011,1278.104,132.74,16694,100,0,1.5
59,301,1287.029,1289.803,130.73,15773,111,0,1.54
60,302,1262.478,1279.316,135.02,16364,102,0,1.57
61,303,1267.804,1288.356,136.73,17097,93,0,1.53
62,304,1279.642,1274.321,134.18,16191,105,0,1.59
63,2039,1275.41,1288.014,126.87,7440,106,0,2.41
64,4057,1287.313,1276.639,133.08,6129,92,0,2.92
65,4062,1276.059,1277.758,135.27,7927,92,0,2.49
66,4064,1286.99,1264.865,136.97,8144,89,0,2.5
67,4066,1274.377,1277.495,134.49,7970,94,0,2.48
68,6468,1289.43,1289.845,134.67,23536,104,0,1.24
69,6471,1262.694,1288.439,136.19,24024,98,0,1.25
70,6473,1282.282,1275.967,135,23313,94,0,1.25
71,6474,1283.842,1278.744,132.93,23335,103,0,1.22
72,6476,1288.983,1281.284,132.42,22911,112,0,1.24
73,296,1296.754,1287.576,134.37,17089,94,0,1.5
74,297,1276.799,1274.597,138.23,17753,84,0,1.51
75,298,1285.012,1281.136,130.57,15543,116,0,1.56
76,300,1287.917,1285.351,132.01,15919,107,0,1.55
77,2034,1271.922,1286.509,131.79,7753,102,0,2.47
78,4058,1274.668,1275.623,125.25,7345,106,0,2.41
79,4059,1298.618,1276.36,132.13,7521,98,0,2.53
80,4060,1288.266,1275.476,131.45,7311,104,0,2.58
81,4061,1293.284,1290.236,133.83,7615,104,0,2.59
82,4063,1265.666,1278.494,141.64,8963,73,0,2.39
83,4067,1278.185,1259.881,132.66,7570,102,0,2.59
84,4069,1273.512,1305.452,132.51,7542,100,0,2.59
85,6469,1259.975,1271.378,137.81,15880,91,0,1.64
86,6470,1275.027,1290.504,133.94,22861,108,0,1.25
87,6472,1279.834,1271.492,133.25,23028,104,0,1.23
88,6475,1293.859,1298.586,135.77,23453,100,0,1.26
89,2037,1256.061,1276.838,132.2,7639,100,0,2.52
90,2038,1273.062,1279.536,138.77,8961,82,0,2.39
91,2040,1259.479,1283.494,128.17,7316,110,0,2.52
92,4056,1288.746,1273.69,139.93,8250,92,0,2.59
93,4065,1280.427,1282.561,133.26,7643,98,0,2.54
94,4070,1287.429,1292.245,130.39,7490,100,0,2.51
95,6477,1297.981,1261.139,132.73,22641,112,0,1.25
96,2036,1283.927,1283.725,142.27,9097,83,0,2.48
97,84,1309.108,1280.052,138.02,10653,93,0,2.09
98,3140,1280.344,1267.049,125.09,4523,104,0,3.35
99,74,1282.253,1279.986,139.09,10648,87,0,2.24
100,79,1285.937,1289.003,129.63,9536,103,0,2.08
101,80,1288.617,1290.195,132.87,9915,102,0,2.11
102,76,1279.425,1286.155,136.03,10342,92,0,2.09
103,77,1279.298,1286.749,132.04,9759,101,0,2.1
104,78,1290.204,1280.983,129.34,9303,109,0,2.12
105,81,1284.501,1286.791,134.42,9893,102,0,2.15
106,82,1273.515,1269.011,135.66,10529,92,0,2.06
107,83,1289.939,1282.487,135.11,10342,87,0,2.05
108,2699,1280.06,1283.672,134.17,22037,98,0,1.27
109,4867,1281.33,1287.056,140.85,13906,84,0,1.77
110,4869,1259.556,1282.498,131.38,12549,112,0,1.76
111,7145,1276.998,1289.258,130.58,8283,101,0,2.28
112,4866,1270.704,1274.704,130.85,12523,109,0,1.74
113,115,1290.956,1264.074,131.26,16232,102,0,1.47
114,1070,1289.016,1272.428,137.18,25876,87,0,1.16
115,1071,1282.113,1271.856,135.15,12720,104,0,1.81
116,1072,1271.059,1298.246,132.93,24351,112,0,1.18
117,1073,1280.11,1291.988,136.16,25451,94,0,1.22
118,3126,1299.349,1267.563,136.1,27976,88,0,1.09
119,3128,1278.512,1282.518,133.23,26283,117,0,1.13
120,3129,1287.493,1290.912,131.99,26118,111,0,1.11
121,3130,1271.292,1301.765,133.09,27249,101,0,1.08
122,3131,1284.153,1281.178,134.14,27515,102,0,1.1
123,4863,1278.629,1273.294,134.27,13055,98,0,1.75
124,4864,1265.287,1276.877,132.27,9608,101,0,2.1
125,4865,1284.301,1279.992,139.47,14359,82,0,1.7
126,4868,1283.795,1283.139,136.38,13760,95,0,1.72
127,4933,1286.532,1278.711,136.51,40711,109,0,0.9
128,4934,1271.755,1263.175,136.33,20312,97,0,1.34
129,4935,1293.213,1281.359,133.88,39954,118,0,0.88
130,4936,1278.099,1279.388,135.53,41197,94,0,0.87
131,4937,1286.005,1292.731,132.84,39023,129,0,0.89
132,6922,1285.553,1291.925,134.44,9305,104,0,2.22
133,7088,1279.523,1276.925,132.17,13266,106,0,1.71
134,7142,1280.887,1285.737,130.4,8228,106,0,2.37
135,7144,1277.082,1281.131,136.8,9116,93,0,2.27
136,7146,1288.192,1262.969,135.03,9225,95,0,2.21
137,7148,1277.402,1281.385,127.4,8027,106,0,2.27
138,7147,1268.014,1263.776,137.67,9437,85,0,2.2
139,6586,1276.483,1262.381,129.77,8116,105,0,2.33
140,4167,1288.241,1280.033,137.51,19087,90,0,1.49
141,6136,1297.73,1273.756,138.8,35007,76,0,0.99
142,6137,1280.275,1292.254,135.62,17785,96,0,1.49
143,6138,1279.681,1282.466,134.24,32360,118,0,1.02
144,6139,1278.29,1281.11,138.61,34659,85,0,1.01
145,6140,1292.587,1275.416,135.92,34116,91,0,0.98
146,6588,1284.277,1265.405,128.58,8084,114,0,2.34
147,5541,1269.103,1262.618,135.08,18602,104,0,1.45
148,5538,1289.056,1273.782,137.9,19196,94,0,1.49
149,5540,1284.066,1275.583,139.39,19836,92,0,1.44
150,5543,1270.631,1281.035,136.47,19236,90,0,1.42
151,5544,1288.502,1280.982,130.72,18054,110,0,1.41
152,5545,1275.85,1276.666,134.29,18858,96,0,1.4
153,5546,1281.012,1271.782,137.74,19027,98,0,1.45
154,5536,1273.073,1273.461,133.94,18195,104,0,1.45
155,5539,1289.389,1273.532,133.56,18413,107,0,1.43
156,5542,1288.198,1268.522,132.82,18101,106,0,1.46
157,5547,1272.982,1295.944,133.03,18424,108,0,1.42
158,3041,1277.589,1274.149,135.85,16631,102,0,1.55
159,3043,1283.771,1294.988,134.37,16108,109,0,1.57
160,5015,1276.641,1284.436,131.67,6963,103,0,2.66
161,152,1278.414,1273.248,136.53,20113,101,0,1.37
162,153,1265.763,1289.507,134.17,7908,99,0,2.49
163,154,1275.175,1293.363,131.73,19343,108,0,1.35
164,155,1280.465,1278.934,133.48,19426,108,0,1.37
165,156,1290.951,1270.708,131.52,19189,114,0,1.35
166,157,1277.6,1276.59,133.47,19528,106,0,1.37
167,158,1296.366,1276.121,133.28,19629,104,0,1.35
168,1310,1286.455,1278.406,131.36,28975,123,0,1.06
169,1311,1286.797,1282.086,134.95,27368,101,0,1.12
170,1312,1293.282,1280.187,135.88,30968,93,0,1.04
171,1313,1291.078,1285.801,135.51,30797,102,0,1.05
172,1314,1280.453,1264.25,135.32,30533,96,0,1.1
173,1315,1275.59,1264.177,132.77,30291,107,0,1.03
174,1316,1282.314,1292.05,133.77,30071,104,0,1.05
175,1317,1285.94,1282.119,137.4,31644,87,0,1.06
176,1318,1280.659,1278.653,131.27,28878,122,0,1.07
177,1319,1271.354,1285.669,135.3,30948,99,0,1.04
178,1320,1291.421,1281.766,134.37,30508,109,0,1.05
179,3044,1281.98,1285.041,130.19,15841,105,0,1.49
180,3045,1284.178,1291.752,137.07,17772,85,0,1.46
181,3323,1277.559,1275.243,133.59,14485,100,0,1.67
182,3325,1266.874,1285.052,133.76,14519,99,0,1.64
183,3326,1290.467,1293.21,138.62,15407,84,0,1.63
184,3982,1280.443,1275.202,132.77,12369,106,0,1.82
185,3983,1284.655,1287.522,137.54,7876,89,0,2.61
186,3984,1281.269,1265.663,137.38,12970,97,0,1.84
187,3985,1276.921,1287.116,137.2,12856,100,0,1.85
188,3986,1289.103,1284.102,133.54,13061,93,0,1.76
189,3987,1266.62,1274.621,133,12502,103,0,1.8
190,5014,1260.048,1280.649,128.4,5275,98,0,3.12
191,5016,1277.969,1262.24,132.87,7556,97,0,2.51
192,638,1282.825,1272.638,142.7,14363,80,0,1.76
193,3895,1282.275,1274.02,134.89,18630,95,0,1.39
194,3897,1282.98,1272.562,132.39,17547,110,0,1.43
195,3898,1277.898,1288.927,136.32,18852,91,0,1.4
196,4640,1281.682,1272.158,136.77,30031,97,0,1.07
197,4641,1299.913,1277.507,141.09,8910,87,0,2.4
198,4642,1281.025,1281.028,130.87,27704,133,0,1.08
199,4643,1275.855,1264.227,133.23,28410,117,0,1.08
200,4894,1280.733,1284.716,133.78,26342,107,0,1.12
201,4896,1271.266,1291.802,134.07,26103,108,0,1.13
202,4897,1296.218,1267.927,133.63,26048,109,0,1.13
203,4898,1289.01,1261.563,133.33,25791,110,0,1.15
204,4899,1292.904,1304.266,133.15,25594,115,0,1.14
205,4900,1264.035,1285.202,131.36,25673,111,0,1.11
206,1407,1261.557,1279.277,134.58,23064,101,0,1.24
207,1409,1281.911,1262.593,138.4,24052,92,0,1.26
208,1410,1272.008,1270.823,133.12,22457,115,0,1.28
209,1411,1289.373,1268.534,133.2,22997,111,0,1.24
210,1414,1295.616,1298.529,133.48,22694,105,0,1.24
211,1415,1282.638,1274.465,132.81,22749,108,0,1.23
212,6247,1272.473,1268.381,137.1,15739,91,0,1.71
213,6249,1272.623,1266.122,132.78,15209,109,0,1.6
214,6869,1274.198,1273.898,131.86,22480,121,0,1.24
215,6875,1275.565,1317.187,135.28,37807,103,0,0.93
216,6876,1289.789,1275.163,135.23,37702,110,0,0.94
217,7200,1282.488,1281.016,135.01,19876,101,0,1.37
218,1400,1272.13,1259.374,135.12,22925,107,0,1.27
219,1401,1287.079,1277.256,131.99,10644,95,0,1.96
220,1402,1274.206,1258.859,135.96,23961,91,0,1.22
221,1403,1283.68,1296.768,135.87,23315,103,0,1.26
222,1404,1296.12,1264.158,130.36,22235,115,0,1.22
223,1405,1267.822,1282.825,135.61,23233,104,0,1.26
224,1408,1296.67,1265.792,133.37,23383,100,0,1.21
225,1412,1299.872,1279.412,134.03,22469,113,0,1.27
226,1413,1288.859,1273.874,134.07,23175,100,0,1.23
227,1416,1285.39,1283.343,135.16,23583,92,0,1.22
228,1417,1271.463,1268.91,135.84,23296,98,0,1.25
229,6248,1279.204,1298.045,128.71,14676,116,0,1.56
230,6868,1294.521,1250.863,135.12,37694,110,0,0.93
231,6870,1262.413,1295.36,136.56,38127,99,0,0.94
232,6871,1290.57,1279.417,134.47,37456,111,0,0.94
233,6872,1267.573,1282.956,135.08,38364,99,0,0.92
234,6873,1306.401,1262.592,131.55,36459,124,0,0.93
235,6874,1278.408,1277.562,137.92,40029,77,0,0.92
236,1406,1281.125,1298.22,138.58,23870,90,0,1.26
237,6246,1287.584,1280.588,134.78,15969,96,0,1.57
238,3824,1262.027,1287.426,132.54,25788,116,0,1.13
239,3825,1279.306,1275.659,131.35,18396,117,0,1.38
240,3826,1278.807,1280.279,134.26,26230,117,0,1.14
241,3827,1277.775,1256.878,134.53,26616,109,0,1.13
242,3828,1286.508,1274.59,131.16,25270,130,0,1.14
243,3829,1274.473,1276.834,135.5,27226,98,0,1.11
244,3916,1271.009,1273.57,134.17,18168,102,0,1.41
245,3917,1273.126,1281.849,132.92,17711,111,0,1.44
246,3918,1283.244,1269.451,137.08,19167,89,0,1.39
247,3919,1265.318,1283.077,135.13,18614,99,0,1.41
248,3920,1268.504,1268.392,134.24,18277,109,0,1.42
249,3921,1273.07,1278.258,132.35,17729,114,0,1.42
250,3922,1278.618,1273.312,135.72,18498,102,0,1.43
251,3923,1289.192,1262.651,135.61,18962,95,0,1.39
252,3924,1284.075,1263.505,133.88,18132,106,0,0.96
253,3925,1291.321,1284.248,135.12,18250,102,0,1.43
254,3926,1279.421,1278.833,133.02,18088,112,0,1.42
255,3927,1265.053,1296.774,129.58,16927,124,0,1.44
256,3928,1283.779,1262.906,132.12,17987,105,0,1.39
257,3929,1295.694,1284.595,132.44,17682,113,0,1.44
258,3931,1284.893,1266.774,134.11,18335,101,0,1.4
259,3932,1284.201,1283.133,131.99,17959,115,0,1.41
260,3933,1286.308,1300.686,134.59,18526,101,0,1.4
261,3934,1280.565,1268.657,132.88,18133,103,0,1.84
262,3935,1255.916,1276.26,138.42,19503,84,0,1.4
263,3936,1278.714,1279.119,135.05,18580,100,0,1.4
264,4272,1287.705,1279.746,135.36,22922,100,0,1.24
265,4274,1289.469,1289.734,130.25,21339,129,0,1.26
266,4275,1289.42,1281.354,130.2,21638,128,0,1.24
267,4276,1278.787,1275.169,134.67,23183,102,0,1.22
268,4277,1276.508,1274.116,137.21,23095,98,0,1.26
269,4278,1297.819,1274.513,138.08,24199,83,0,1.21
270,5322,1283.682,1258.657,135.96,11269,90,0,2.02
271,5324,1279.679,1262.945,136.36,11389,88,0,1.93
272,5876,1266.21,1264.835,132.92,7013,100,0,2.77
273,5878,1280.973,1276.66,135.6,7180,101,0,2.69
274,5880,1276.754,1276.606,133.79,7111,97,0,2.63
275,3914,1283.031,1253.368,133.18,18255,103,0,1.39
276,3915,1274.029,1291.861,135.75,18331,88,0,1.41
277,3930,1270.029,1295.116,138.79,19149,95,0,1.43
278,5323,1285.685,1266.211,131.82,4997,94,0,3.29
279,5325,1272.149,1281.721,131.68,10676,102,0,1.94
280,5879,1272.071,1285.208,131.28,7045,100,0,2.57
281,2748,1285.536,1268.027,133.48,24946,109,0,1.17
282,2750,1298.096,1291.005,134.52,25986,97,0,1.14
283,2751,1272.498,1265.38,133.92,24970,110,0,1.19
284,7404,1286.511,1276.678,132.72,18489,107,0,1.4
285,6493,1280.042,1277.944,141.62,6708,83,0,2.91
286,2683,1271.912,1282.117,139.32,15295,90,0,1.65
287,2685,1277.718,1258.512,130.96,13746,114,0,1.72
288,5284,1284.388,1282.917,133.76,23561,103,0,1.2
289,5285,1281.526,1274.797,135.11,21389,99,0,1.29
290,5286,1267.875,1288.36,133.47,22658,110,0,1.23
291,5287,1262.453,1285.143,134.87,23396,99,0,1.21
292,5288,1273.243,1279.108,133.75,23282,106,0,1.21
293,5289,1271.335,1284.885,135.25,23630,102,0,1.21
294,5290,1281.494,1297.958,130.61,22323,124,0,1.22
295,5291,1277.274,1270.019,134.53,23077,108,0,1.23
296,6490,1283.498,1294.336,131.74,5711,94,0,2.98
297,6491,1287.59,1293.493,128.1,5306,98,0,3.11
298,6492,1291.795,1276.085,135.57,6170,91,0,2.93
299,6981,1257.074,1294.315,133.34,18101,103,0,1.4
300,6983,1273.932,1290.402,133.11,17639,107,0,1.41
301,6984,1261.874,1269.003,130.21,16886,120,0,1.45
302,6985,1261.68,1294.993,132.84,18090,104,0,1.4
303,5207,1249.838,1276.536,128.54,7338,107,0,2.49
304,5999,1300.443,1272.576,129.77,16028,117,0,1.5
305,6000,1287.309,1267.337,134.66,22677,103,0,1.26
306,6001,1270.155,1270.776,133.49,22761,110,0,1.25
307,6005,1283.288,1281.835,131.25,22114,111,0,1.24
308,6006,1249.072,1287.896,134.64,23023,89,0,1.23
309,6007,1279.553,1258.324,137.32,23530,97,0,1.27
310,6009,1257.866,1277.53,135.38,22760,104,0,1.27
311,6010,1281.899,1270.285,135.88,23724,87,0,1.22
312,6011,1281.252,1284.085,131.29,21388,122,0,1.27
313,6850,1275.759,1268.268,137.24,11507,93,0,1.98
314,5206,1296.999,1291.354,136.61,37958,98,0,0.94
315,5208,1275.639,1276.524,137.22,38220,93,0,0.95
316,5209,1304.507,1293.587,133.46,36762,112,0,0.94
317,5210,1255.789,1283.141,134.97,37181,102,0,0.94
318,5211,1291.836,1281.746,134.51,37200,105,0,0.94
319,5998,1288.494,1274.42,134.69,23229,90,0,1.21
320,6002,1275.013,1287.94,135.8,23541,92,0,1.24
321,6003,1299.434,1278.09,135.02,22773,105,0,1.27
322,6004,1278.58,1275.369,135.33,23237,96,0,1.24
323,6008,1266.69,1288.087,135.32,23253,98,0,1.24
324,6012,1273.161,1284.852,136.88,23685,91,0,1.24
325,6848,1283.814,1277.57,128.2,9142,114,0,2.14
326,709,1280.188,1284.372,135.86,28156,100,0,1.11
327,713,1281.575,1272.442,136.51,28673,89,0,1.13
328,1834,1270.635,1282.75,137.44,22499,92,0,1.29
329,2911,1298.961,1297.025,132.86,12866,101,0,1.75
330,2913,1276.486,1284.181,137.42,20046,92,0,1.39
331,2914,1285.671,1277.344,138.25,20702,80,0,1.35
332,2915,1286.132,1267.454,132.86,18911,104,0,1.38
333,2916,1279.941,1268.913,132.41,19271,107,0,1.36
334,5278,1284.013,1266.663,135.5,9854,96,0,2.15
335,5279,1277.954,1267.711,133.29,28655,104,0,1.07
336,5280,1284.027,1274.521,134.38,27884,118,0,1.12
337,5281,1298.892,1266.259,132.61,27728,115,0,1.09
338,5282,1278.078,1291.183,131.6,26855,117,0,1.11
339,6418,1275.558,1275.057,138.3,18261,80,0,1.49
340,6419,1270.122,1289.799,139.41,10906,85,0,2.07
341,6420,1276.961,1264.118,130.09,15587,121,0,1.54
342,6422,1283.824,1277.304,130.8,16049,115,0,1.51
343,6424,1287.977,1280.413,132.67,16569,110,0,1.5
344,6426,1302.256,1284.154,135.73,16808,102,0,1.53
345,6427,1271.468,1296.071,130.7,16009,110,0,1.5
346,6428,1284.386,1284.97,133.08,16551,108,0,1.51
347,6429,1287.767,1292.675,133.46,17038,101,0,1.47
348,6430,1292.686,1295.732,133.46,16362,111,0,1.54
349,6431,1282.729,1268.216,134.54,16987,96,0,1.52
350,6432,1274.706,1267.145,134.07,16875,104,0,1.5
351,6433,1284.455,1287.764,134.54,16894,99,0,1.5
352,2910,1266.879,1293.02,135.2,19332,106,0,1.4
353,2912,1277.197,1291.988,134.09,19008,103,0,1.41
354,2917,1287.581,1278.835,132.87,18980,109,0,1.38
355,5277,1273.667,1271.297,135.19,28730,98,0,1.09
356,6421,1271.994,1294.099,133.01,16932,102,0,1.48
357,6425,1303.941,1284.77,135.15,16853,105,0,1.53
358,6434,1281.306,1260.859,132.3,15946,115,0,1.55
359,6435,1272.057,1293.214,129.54,16176,104,0,1.46
360,6436,1269.024,1294.253,132.09,16699,101,0,1.49
361,711,1279.798,1278.505,136.34,33962,104,0,1.01
362,6423,1266.954,1288.849,128.4,16171,109,0,1.45
363,681,1282.791,1294.623,134.68,10430,92,0,2.06
364,675,1266.839,1278.893,129.51,9576,106,0,2.08
365,682,1267.705,1289.551,132.32,9595,101,0,2.13
366,685,1279.496,1273.214,131.79,9390,110,0,2.18
367,1062,1280.322,1272.588,134.53,10308,96,0,2.15
368,1875,1264.637,1297.756,132.89,15572,111,0,1.58
369,6852,1275.224,1289.421,129.34,13051,114,0,1.7
370,6858,1294.226,1289.004,133.48,13590,106,0,1.72
371,6856,1278.872,1270.945,131.78,13142,109,0,1.73
372,677,1288.524,1290.316,135.21,9607,101,0,2.2
373,678,1289.017,1268.592,137.07,10364,91,0,2.1
374,679,1281.047,1274.581,129.41,9152,112,0,2.16
375,683,1286.864,1272.733,138.49,10585,85,0,2.14
376,684,1298.324,1288.462,135.36,10104,94,0,2.08
377,686,1273.363,1268.502,133.49,9760,102,0,2.13
378,687,1275.838,1287.778,134.18,9716,101,0,2.15
379,688,1282.586,1287.557,132.06,10161,100,0,2.03
380,1057,1291.747,1289.697,132.51,9964,102,0,2.08
381,1059,1290.27,1287.48,128.41,9498,110,0,2.13
382,1060,1258.405,1271.179,129.02,9529,113,0,2.09
383,1061,1287.507,1283.968,132.48,9925,107,0,2.1
384,1063,1284.966,1276.337,131.67,10002,101,0,2.05
385,1064,1278.621,1282.965,126.66,9176,116,0,2.12
386,1877,1291.304,1279.714,133.57,15978,103,0,1.58
387,1878,1281.693,1269.387,130.23,15450,113,0,1.53
388,1879,1294.808,1263.327,134.01,16395,98,0,1.51
389,1880,1276.196,1278.398,130.98,15002,117,0,1.58
390,6851,1309.536,1277.804,134.97,14120,91,0,1.67
391,6853,1291.646,1279.506,137.19,14047,97,0,1.74
392,6854,1289.668,1264.594,142.25,15679,74,0,1.7
393,6855,1290.427,1277.861,133.77,13405,109,0,1.74
394,6857,1276.758,1276.118,135.49,13773,96,0,1.72
395,6859,1287.099,1282.513,140.45,14581,91,0,1.75
396,2139,1293.305,1284.879,132.77,21516,118,0,1.31
397,5961,1266.345,1293.505,131.83,13829,102,0,1.69
398,2145,1284.926,1279.268,133.91,21897,107,0,1.29
399,4884,1269.824,1276.838,136.45,21387,105,0,1.36
400,815,1296.178,1277.947,135.35,33202,105,0,1.02
401,817,1275.33,1270.051,134.89,32818,99,0,0.95
402,818,1289.922,1285.529,133.39,32587,105,0,1.03
403,819,1291.283,1298.74,136.06,33431,92,0,1.02
404,820,1257.911,1268.495,135.44,33311,101,0,1.02
405,821,1298.562,1280.3,134.11,33002,106,0,1.04
406,2141,1285.717,1272.52,135.66,22346,109,0,1.34
407,2142,1298.42,1269.177,133.56,22597,102,0,1.28
408,2148,1276.071,1281.132,135.35,22443,98,0,1.28
409,4883,1273.293,1268.574,134.95,22834,101,0,1.27
410,5960,1295.154,1302.622,132.23,18133,109,0,1.46
411,6215,1278.848,1261.32,133.04,25501,115,0,1.17
412,6799,1283.08,1297.324,135.16,29303,108,0,1.1
413,6800,1267.478,1273.169,134.58,22447,104,0,1.28
414,6802,1276.934,1286.123,134.67,29137,106,0,1.1
415,6803,1278.802,1287.042,134.41,29309,110,0,1.09
416,6804,1284.864,1278.775,136.69,30333,94,0,1.09
417,6805,1281.356,1269.517,137.66,30838,83,0,1.08
418,812,1276.107,1266.99,134.71,32719,108,0,1.03
419,814,1265.613,1274.536,133.49,32255,113,0,1.04
420,816,1303.731,1289.753,134.61,32652,107,0,1.05
421,822,1276.07,1272.425,136.84,34363,93,0,1.01
422,823,1283.377,1271.736,134.44,32689,110,0,1.03
423,824,1272.139,1282.055,133.93,32422,115,0,1.03
424,2143,1273.794,1281.621,137.26,23084,98,0,1.32
425,2144,1281.674,1280.299,134.56,22604,97,0,1.26
426,2146,1275.707,1274.629,133.54,22192,112,0,1.28
427,2147,1294.322,1279.372,133.01,21864,114,0,1.29
428,4885,1280.042,1296.104,131.79,21574,121,0,1.29
429,5962,1297.938,1261.906,132.2,17856,112,0,1.45
430,5963,1272.773,1300.337,132.69,18789,102,0,1.4
431,6212,1280.543,1280.881,134.12,25719,116,0,1.19
432,6213,1283.821,1284.813,135.54,7532,96,0,2.68
433,6214,1256.935,1282.537,133.12,26119,106,0,1.15
434,6801,1305.509,1268.07,137.4,30240,97,0,1.1
435,1401,1288.415,1284.319,127.95,5239,100,0,3.11
436,1403,1275.952,1281.09,131.67,19570,124,0,1.37
437,1404,1281.707,1299.397,135.21,20656,105,0,1.27
438,1405,1275.109,1282.158,137.45,21357,90,0,1.35
