id,frame,x [nm],y [nm],sigma [nm],intensity [photon],offset [photon],bkgstd [photon],uncertainty_xy [nm]
439,1407,1272.714,1289.421,133.82,20419,106,0,1.35
440,1409,1274.065,1281.767,134.08,20646,101,0,1.34
441,6199,1301.027,1285.257,135.95,21001,89,0,1.34
442,6200,1283.339,1301.606,136.6,22879,89,0,1.28
443,6741,1283.048,1274.32,137.25,16045,88,0,1.59
444,7411,1286.401,1291.426,137.22,23276,91,0,1.27
445,7413,1271.987,1263.277,132.93,21814,110,0,1.28
446,7416,1270.272,1264.48,133.83,21733,114,0,1.31
447,7421,1275.475,1278.399,131.31,21215,126,0,1.31
448,7423,1281.839,1289.656,136.67,22844,97,0,1.32
449,7427,1291.969,1284.188,136.48,22830,102,0,1.3
450,1402,1290.56,1304.439,133.58,19724,113,0,1.36
451,1408,1262.606,1269.956,133.54,20347,97,0,1.36
452,1410,1278.99,1266.536,137.91,21692,85,0,1.32
453,6198,1284.245,1280.648,138.63,23257,78,0,1.31
454,6201,1278.98,1290.06,133.43,21209,108,0,1.31
455,6202,1281.512,1250.959,135.68,21973,95,0,1.3
456,7007,1275.753,1262.092,135.2,46216,111,0,0.84
457,7414,1281.785,1276.625,134.21,22721,101,0,1.26
458,7415,1292.972,1280.495,135.95,23204,94,0,1.26
459,7417,1281.31,1270.656,134.61,22583,100,0,1.28
460,7418,1288.481,1282.444,135.89,22962,98,0,1.28
461,7419,1272.048,1281.526,134.5,22311,102,0,1.28
462,7420,1283.235,1282.369,133.61,22289,102,0,1.26
463,7422,1282.301,1290.2,133.6,22035,108,0,1.3
464,7424,1278.95,1257.4,130.52,21766,114,0,1.25
465,7425,1289.495,1280.256,138,23496,90,0,1.28
466,7426,1274.017,1281.318,136.5,23203,93,0,1.27
467,1400,1272.964,1278.462,135.33,20865,91,0,1.33
468,1406,1288.839,1284.859,135.2,20709,101,0,1.35
469,3230,1268.327,1290.286,132.25,9941,102,0,2.08
470,7005,1284.147,1286.219,142.17,13370,83,0,1.87
471,3227,1282.551,1284.691,133.67,9951,98,0,2.17
472,3228,1273.078,1283.289,134.81,10089,89,0,2.08
473,3229,1272.495,1268.784,128.42,8948,117,0,2.18
474,3231,1284.559,1280.807,137.63,10491,94,0,2.16
475,3234,1283.906,1294.297,135.37,9919,99,0,2.19
476,3917,1287.814,1270.543,137.53,29218,89,0,1.09
477,3919,1277.522,1284.254,133.46,27544,107,0,1.1
478,3920,1267.947,1298.314,135.15,28339,97,0,1.08
479,4886,1273.019,1277.121,135.3,24718,99,0,1.2
480,4888,1294.935,1266.939,137,24939,90,0,1.2
481,4889,1271.45,1284.673,133.4,24126,104,0,1.19
482,4890,1286.684,1292.676,132.62,23630,109,0,1.2
483,4891,1295.982,1257.656,131.3,23278,118,0,1.2
484,4892,1293.649,1284.358,135.51,23884,106,0,1.22
485,4893,1273.983,1290.579,134.05,24156,108,0,1.25
486,4894,1293.289,1270.755,137.3,24789,89,0,1.21
487,6507,1269.067,1292.299,132.12,24342,112,0,1.18
488,6509,1282.916,1284.68,135.18,24713,104,0,1.2
489,6510,1270.395,1271.757,135.88,25330,93,0,1.17
490,6511,1292.979,1276.881,135.07,25079,101,0,1.18
491,6513,1272.462,1275.752,137.49,25283,97,0,1.24
492,6996,1283.369,1289.814,130.4,11380,116,0,1.92
493,6997,1277.944,1287.214,136.32,8802,90,0,2.33
494,6998,1288.449,1277.746,132.22,11687,113,0,1.9
495,6999,1295.862,1275.068,134.72,12359,98,0,1.84
496,7001,1267.937,1288.261,130.03,11571,105,0,1.83
497,7002,1277.658,1271.025,135.07,12140,100,0,1.91
498,7003,1290.739,1288.344,135.12,12770,93,0,1.79
499,7004,1246.876,1274.926,131.85,12091,98,0,1.86
500,7008,1286.817,1281.614,133.57,11668,109,0,1.92
501,7009,1266.023,1277.59,134.64,12199,100,0,1.86
502,3225,1270.27,1284.083,138.55,10149,97,0,2.2
503,3233,1271.884,1279.5,134.31,9932,94,0,2.1
504,3235,1274.514,1277.871,142.36,11052,82,0,2.12
505,3236,1301.366,1276.392,130.38,9164,112,0,2.19
506,6512,1281.473,1294.453,135.1,24838,103,0,1.19
507,7000,1284.413,1294.372,131.55,11432,114,0,1.92
508,7010,1275.47,1260.036,130.2,11500,109,0,1.85
509,2560,1278.114,1279.792,134.43,17648,96,0,1.45
510,3254,1271.416,1286.08,132.65,14629,107,0,1.63
511,3265,1284.399,1280.421,138.25,16028,85,0,1.59
512,4809,1275.965,1291.395,134.14,8970,99,0,2.28
513,340,1281.296,1307.946,133.71,16018,97,0,1.56
514,2554,1293.576,1277.282,132.84,16976,107,0,1.48
515,2555,1275.184,1271.312,136.08,13549,97,0,1.76
516,2556,1278.066,1285.905,135.99,17955,89,0,1.45
517,2557,1297.981,1296.925,137.44,17646,88,0,1.52
518,2558,1279.768,1285.07,133.47,16997,102,0,1.48
519,2559,1276.656,1270.373,132.5,16790,108,0,1.49
520,2561,1274.881,1287.832,132.37,16752,113,0,1.49
521,2562,1280.934,1255.809,132.72,17173,99,0,1.48
522,2563,1272.848,1283.774,132.95,17525,100,0,1.44
523,3256,1297.179,1277.167,133.72,14867,103,0,1.61
524,3257,1282.583,1281.339,139.51,16283,86,0,1.6
525,3258,1286.349,1279.82,132.13,14674,110,0,1.62
526,3259,1275.974,1285.778,133.48,15076,104,0,1.6
527,3260,1284.35,1284.785,140.05,16036,92,0,1.64
528,3261,1284.554,1290.212,132.55,14410,110,0,1.64
529,3262,1293.708,1300.517,132.72,14342,112,0,1.65
530,3263,1288.396,1277.767,134.5,15295,96,0,1.65
531,3264,1289.575,1267.813,133.23,14625,106,0,1.64
532,3266,1299.649,1275.505,136.69,15618,100,0,1.62
533,3435,1283.756,1278.872,128.81,11369,109,0,1.87
534,3436,1292.193,1302.265,134.23,17443,103,0,1.47
535,4798,1267.121,1270.03,133.9,9014,104,0,2.36
536,4800,1301.907,1271.938,123.29,7724,120,0,2.28
537,4801,1292.786,1281.12,136.69,9602,97,0,2.27
538,4803,1290.368,1282.558,140.06,9872,91,0,2.34
539,4804,1284.909,1265.172,127.48,8355,105,0,2.24
540,4805,1288.393,1276.372,135.89,9675,89,0,2.16
541,4806,1279.143,1275.639,132.96,9295,99,0,2.18
542,4808,1297.136,1269.812,136.93,9392,98,0,2.27
543,4802,1258.104,1276.309,137.01,9364,96,0,2.26
544,917,1284.213,1261.59,137.43,27358,93,0,1.13
545,918,1277.765,1284.347,136.43,26133,103,0,1.16
546,919,1279.913,1260.635,132.82,25831,112,0,1.13
547,920,1274.005,1274.906,131.07,24627,126,0,1.15
548,921,1274.749,1272.593,130.74,24888,124,0,1.14
549,922,1277.469,1251.845,137.96,28081,76,0,1.1
550,923,1280.609,1278.092,136.87,27316,86,0,1.12
551,3357,1282.351,1288.829,133.46,28319,116,0,1.08
552,3358,1286.08,1287.807,133.4,14012,95,0,1.64
553,3359,1267.768,1270.281,135.01,29086,106,0,1.07
554,3361,1279.362,1293.646,134.34,28931,104,0,1.11
555,3362,1288.96,1267.207,135.49,29185,111,0,1.08
556,3666,1259.618,1269.293,134.74,14877,87,0,1.59
557,7025,1262.46,1284.206,133.68,24386,113,0,1.16
558,914,1268.636,1275.799,138.29,27289,84,0,1.13
559,916,1280.264,1294.191,136.04,26524,99,0,1.14
560,3360,1285.711,1265.111,134.4,28438,108,0,1.08
561,7082,1270.662,1298.888,136.09,16166,94,0,1.54
562,4284,1261.858,1269.587,131.71,7469,104,0,2.51
563,4285,1285.077,1290.04,134.42,24507,111,0,1.19
564,5941,1281.895,1261.191,135.13,8789,93,0,2.38
565,5942,1280.847,1288.141,135.63,7424,95,0,2.68
566,5948,1274.481,1290.614,135.47,17995,95,0,1.43
567,5950,1279.071,1286.811,133.87,17073,101,0,1.46
568,5951,1278.677,1274.846,137.47,18280,91,0,1.43
569,5952,1296.044,1280.282,135.39,17713,95,0,1.53
570,5953,1294.611,1277.657,133.32,17473,104,0,1.53
571,5954,1266.361,1282.772,133.33,17886,92,0,1.39
572,5667,1285.663,1281.378,132.34,5229,93,0,3.19
573,5680,1266.395,1296.361,132.84,15878,105,0,1.52
574,7410,1264.08,1292.189,132.76,22336,107,0,1.23
575,5362,1282.441,1282.106,132.58,17420,103,0,1.42
576,5363,1284.787,1267.768,133.53,18341,96,0,1.38
577,5364,1284.905,1280.774,131.3,16820,119,0,1.48
578,5365,1285.292,1284.53,134.87,17970,99,0,1.43
579,5366,1277.785,1297.269,132.57,17537,106,0,1.43
580,5367,1290.522,1281.107,134.22,17863,99,0,1.42
581,5368,1278.121,1285.736,130.57,16613,117,0,1.46
582,5369,1299.039,1267.654,135.64,17734,103,0,1.47
583,5370,1286.816,1281.977,134.96,17863,104,0,1.45
584,5666,1295.09,1281.78,134.55,16111,97,0,1.52
585,5668,1284.64,1294,135.95,16402,99,0,1.49
586,5669,1293.664,1272.759,132.52,15665,109,0,1.54
587,5670,1292.441,1278.914,135.94,16257,101,0,1.62
588,5671,1279.561,1283.566,133.95,16193,102,0,1.52
589,5672,1297.398,1272.479,131.71,15393,111,0,1.55
590,5673,1279.854,1286.97,130.9,15512,112,0,1.52
591,5674,1270.862,1272.766,134.58,16195,99,0,1.52
592,5675,1278.113,1287.065,131.39,15405,114,0,1.54
593,5676,1285.385,1270.535,137.55,16574,91,0,1.54
594,5677,1283.338,1280.05,134.15,16071,105,0,1.54
595,5678,1285.551,1290.232,134.06,16233,99,0,1.61
596,5679,1296.435,1275.201,129.73,15530,107,0,1.49
597,5681,1267.416,1270.636,133.55,15935,107,0,1.54
598,5682,1288.402,1279.94,137.84,16864,94,0,1.53
599,5683,1277.137,1277.787,129.47,14872,122,0,1.56
600,5685,1266.045,1285.497,138.46,16661,94,0,1.56
601,5686,1290.99,1285.525,139.39,17417,82,0,1.5
602,5687,1273.737,1287.718,137.55,16757,92,0,1.53
603,5688,1285.965,1277.822,136.43,16681,90,0,1.51
604,5689,1275.831,1281.26,132.68,16079,95,0,1.49
605,7407,1285.839,1274.473,134.44,23047,97,0,1.22
606,7408,1281.946,1288.867,136.02,14700,97,0,1.64
607,7409,1292.801,1298.539,136.02,23039,104,0,1.25
608,5360,1274.365,1281.485,133.65,17731,97,0,1.41
609,5684,1293.047,1284.015,130.89,15052,117,0,1.57
610,1412,1266.067,1291.025,132.4,19412,109,0,1.34
611,1414,1275.161,1288.162,133.95,23466,113,0,1.25
612,1415,1287.317,1277.485,138.14,24905,90,0,1.24
613,1416,1281.595,1266.996,137.95,25234,83,0,1.24
614,1419,1285.329,1284.198,135.02,24576,95,0,1.21
615,1420,1281.098,1292.048,133.77,23568,104,0,1.22
616,4329,1284.528,1296.224,137.15,9225,102,0,2.36
617,4330,1272.483,1284.071,136.12,9063,100,0,2.35
618,4332,1284.195,1291.472,134.76,9278,98,0,2.31
619,4334,1278.053,1274.531,140.97,9823,82,0,2.29
620,4339,1289.3,1295.807,134.68,9148,93,0,2.26
621,4340,1282.495,1288.771,140.68,9561,87,0,2.34
622,4343,1283.438,1277.97,134.38,9381,93,0,2.2
623,4646,1271.309,1283.591,135.47,26976,101,0,1.15
624,1411,1269.624,1278.055,135.8,24722,92,0,1.22
625,1413,1287.598,1277.605,135.17,24186,97,0,1.22
626,1418,1292.427,1284.835,134.54,24063,99,0,1.22
627,4327,1268.092,1293.221,130.74,8780,97,0,2.22
628,4331,1263.939,1277.438,127.64,8163,115,0,2.37
629,4333,1295.63,1292.643,138.5,9674,87,0,2.25
630,4335,1268.77,1255.304,137.38,9417,88,0,2.28
631,4336,1278.176,1271.343,136.83,9445,95,0,2.29
632,4338,1286.143,1279.943,135.42,9201,97,0,2.34
633,4341,1270.703,1270.334,133.28,9447,90,0,2.19
634,4346,1273.075,1279.059,136.21,9288,90,0,2.27
635,4347,1270.776,1282.549,136.47,9862,87,0,2.18
636,4328,1288.999,1265.618,134.07,9039,100,0,2.29
637,4342,1285.704,1275.458,135.03,9138,99,0,2.33
638,4344,1271.131,1289.413,139.7,9630,94,0,2.33
639,4345,1284.434,1305.051,130.86,8583,103,0,2.31
640,1417,1294.88,1278.35,134.58,23644,106,0,1.24
641,4337,1286.33,1278.083,141.84,10008,83,0,2.3
642,5552,1283.773,1284.453,140.13,8056,92,0,2.74
643,716,1289.814,1275.536,140.74,6630,88,0,2.98
644,5547,1249.924,1288.934,130.06,7479,101,0,2.45
645,5548,1279.469,1289.75,131.51,7556,98,0,2.47
646,5551,1278.04,1288.283,133.93,7507,100,0,2.57
647,5553,1286.117,1273.07,137.37,8304,83,0,2.41
648,5557,1286.52,1275.281,139.54,19868,89,0,1.42
649,5558,1280.362,1262.855,134.78,11650,95,0,1.9
650,5559,1292.139,1279.799,136.51,19440,101,0,1.41
651,5560,1270.86,1273.513,134.76,19006,104,0,1.43
652,6120,1304.19,1283.98,134.12,27256,109,0,1.12
653,6121,1263.262,1266.587,132.02,21309,113,0,1.3
654,6122,1280.871,1284.306,132.87,26893,109,0,1.11
655,6123,1277.21,1289.277,130.49,26218,128,0,1.12
656,6124,1295.151,1273.423,132.34,26886,114,0,1.11
657,6125,1277.626,1298.503,134.27,26925,106,0,1.16
658,6126,1274.44,1271.007,135.29,27186,108,0,1.1
659,6311,1262.264,1296.026,129.2,17270,119,0,1.42
660,6312,1274.311,1280.166,135.34,14355,98,0,1.69
661,6313,1258.277,1293.625,136.47,19298,84,0,1.39
662,6315,1270.11,1287.21,132.56,18300,109,0,1.41
663,6316,1292.564,1273.096,136.24,18535,98,0,1.44
664,6317,1272.573,1287.519,129.65,17221,116,0,1.42
665,6318,1299.869,1275.494,132.6,18617,97,0,1.37
666,6319,1272.76,1270.373,131.65,17960,103,0,1.4
667,6320,1272.581,1282.041,131.21,17949,107,0,1.4
668,6321,1290.99,1287.727,133.2,18288,103,0,1.44
669,6322,1283.824,1276.979,137.08,19618,86,0,1.39
670,6323,1280.997,1267.608,135.68,19117,92,0,1.39
671,6324,1280.202,1280.368,138.15,19733,89,0,1.43
672,718,1276.61,1262.617,133.3,6109,95,0,3.01
673,5545,1297.369,1254.924,132.36,7603,94,0,2.47
674,5549,1259.316,1280.553,133.61,7807,99,0,2.5
675,5550,1282.978,1274.93,130.23,7414,100,0,2.5
676,5554,1276.934,1263.293,131.17,7333,99,0,2.54
677,5561,1284.367,1277.37,133.65,18964,99,0,1.46
678,6314,1283.099,1275.739,134.49,18755,100,0,1.41
679,438,1268.302,1268.873,131.15,20068,114,0,1.31
680,440,1283.679,1297.272,137.25,21926,85,0,1.3
681,441,1277.849,1277.08,132.72,20571,110,0,1.34
682,442,1289.661,1285.107,132.33,20067,116,0,1.31
683,6142,1304.702,1283.168,135.26,26396,108,0,1.16
684,6143,1281.729,1286.898,135.31,16033,105,0,1.57
685,6144,1288.05,1260.918,137.63,27149,98,0,1.19
686,6145,1270.754,1305.229,133.64,26519,105,0,1.13
687,6146,1296.59,1272.448,131.73,25830,113,0,1.13
688,6147,1271.05,1269.551,132.26,25473,121,0,1.15
689,6148,1282.23,1270.57,134.42,26929,88,0,1.1
690,6149,1282.129,1279.969,136.62,26966,97,0,1.18
691,6150,1269.089,1284.812,132.09,24987,117,0,1.16
692,5569,1277.697,1291.654,136.77,8039,90,0,2.56
693,6206,1283.795,1281.794,139.05,14644,88,0,1.73
694,1849,1288.771,1267.837,131.76,17231,112,0,1.48
695,6207,1278.445,1291.561,134.3,13696,93,0,1.75
696,7184,1260.246,1290.406,137.59,16115,85,0,1.63
697,5567,1293.617,1286.72,133.91,7896,92,0,2.51
698,5924,1284.887,1290.238,135.54,22320,93,0,1.29
699,5925,1292.78,1279.173,127.7,10070,115,0,2.01
700,5926,1290.172,1266.75,135.29,21797,97,0,1.31
701,5927,1275.859,1293.916,135.76,22461,93,0,1.31
702,6201,1292.45,1279.645,135.81,13882,97,0,1.74
703,6203,1280.007,1282.461,132.76,13393,98,0,1.71
704,7335,1280.01,1281.367,134.01,33410,121,0,1.01
705,7369,1286.34,1274.281,125.71,5294,101,0,3
706,7370,1270.2,1288.073,129.44,5309,100,0,3.14
707,1847,1282.735,1268.249,133.91,18055,103,0,1.45
708,1850,1289.094,1274.1,132.73,17192,104,0,1.5
709,1851,1270.563,1289.151,135.81,18677,87,0,1.42
710,1852,1279.873,1271.585,132.44,17448,109,0,1.47
711,1853,1282.546,1269.185,133.54,17428,106,0,1.51
712,1854,1280.628,1273.138,134.03,18023,98,0,1.44
713,5928,1286.519,1274.821,130.17,20717,124,0,1.35
714,6202,1275.754,1266.292,130.31,9990,104,0,2.05
715,6204,1286.563,1266.961,128.48,12736,114,0,1.73
716,6205,1278.878,1273.324,132.19,13623,100,0,1.69
717,6208,1277.925,1264.311,130.71,12848,114,0,1.79
718,7368,1277.121,1268.752,126.77,5207,96,0,3.05
719,1257,1268.613,1276.102,136.03,14027,96,0,1.72
720,1260,1272.281,1283.889,136.99,14452,87,0,1.68
721,1262,1270.647,1291.097,136.18,13914,95,0,1.73
722,1264,1290.019,1277.92,133.29,14063,89,0,1.64
723,1266,1289.212,1285.93,132.02,13395,99,0,1.7
724,1269,1277.957,1287.298,136.35,13815,94,0,1.75
725,4010,1270.275,1272.814,135.91,20572,93,0,1.34
726,4011,1267.771,1315.731,135,8766,99,0,2.35
727,4761,1279.881,1262.94,136.3,40322,100,0,0.91
728,6460,1265.405,1288.538,133.53,12278,104,0,1.86
729,6468,1304.46,1284.775,136.36,12679,99,0,1.85
730,6470,1285.128,1280.401,134.76,12577,99,0,1.83
731,6471,1290.615,1301.914,135.18,12988,97,0,1.79
732,6472,1283.178,1271.621,136.53,13255,87,0,1.77
733,6474,1265.149,1284.241,135.06,12762,96,0,1.81
734,6476,1286.057,1286.519,128.21,11761,115,0,1.8
735,6482,1297.631,1260.81,134.97,12744,104,0,1.84
736,6483,1275.029,1291.337,137.31,12855,94,0,1.84
737,1259,1281.234,1267.342,135.19,13316,102,0,1.77
738,1261,1261.307,1277.171,132.59,13673,97,0,1.67
739,1263,1289.178,1268.67,134.07,13350,99,0,1.74
740,1265,1279.069,1267.311,136.31,13709,101,0,1.77
741,1267,1252.938,1262.186,135.3,13864,99,0,1.73
742,1268,1261.905,1270.991,138.85,14811,84,0,1.75
743,6462,1283.773,1281.205,137.41,13734,88,0,1.75
744,6463,1270.513,1273.332,131.45,12200,109,0,1.82
745,6465,1276.69,1264.096,135.61,12542,103,0,1.86
746,6466,1279.271,1289.653,137.13,13465,87,0,1.76
747,6467,1279.58,1274.739,130.88,11951,107,0,1.82
748,6469,1293.438,1282.664,132.69,12395,103,0,1.82
749,6473,1266.633,1281.139,130.35,12110,106,0,1.79
750,6475,1287.378,1277.254,132.46,12765,98,0,1.76
751,6478,1282.807,1281.182,129.74,11873,113,0,1.84
752,6479,1289.328,1268.668,131.38,11947,110,0,1.84
753,6481,1284.866,1297.876,134.63,12361,106,0,1.87
754,6484,1296.383,1278.284,132.95,12537,102,0,1.78
755,6477,1293.434,1267.985,130.38,11699,115,0,1.86
756,6464,1288.976,1269.079,135.54,12240,111,0,1.92
757,6480,1279.888,1266.816,137.15,13240,93,0,1.8
758,2703,1297.854,1270.926,136.17,12731,97,0,1.82
759,2705,1259.778,1269.033,132,12173,107,0,1.86
760,2706,1273.848,1294.075,134.12,12722,94,0,1.76
761,2945,1277.663,1292.769,128.78,14524,120,0,1.57
762,2946,1265.02,1289.879,134.4,11407,101,0,1.92
763,2948,1305.056,1278.209,132.08,14893,106,0,1.57
764,2950,1271.199,1281.452,140.35,16967,82,0,1.55
765,2951,1274.771,1283.339,134.46,15537,103,0,1.57
766,2952,1290.472,1292.76,137.3,15957,95,0,1.58
767,2953,1268.634,1274.606,131.71,15077,111,0,1.57
768,2954,1301.005,1279.874,131.79,15226,106,0,1.55
769,4414,1280.666,1277.995,133.19,20309,97,0,1.29
770,4415,1287.152,1275.412,131.96,11018,101,0,1.91
771,4416,1292.903,1268.206,133.6,20506,99,0,1.3
772,4417,1281.825,1305.096,132,19813,112,0,1.32
773,5009,1297.624,1289.02,136.55,19117,98,0,1.46
774,5010,1281.532,1266.922,136.52,12883,92,0,1.86
775,5011,1269.482,1275.416,130.56,17602,113,0,1.4
776,5012,1254.431,1271.659,135.17,18406,104,0,1.42
777,5013,1290.179,1290.706,134.57,18478,102,0,1.41
778,5014,1282.492,1269.937,133.83,19100,90,0,1.34
779,5015,1270.802,1281.07,135.79,19207,95,0,1.44
780,5016,1288.834,1275.596,134.48,19325,89,0,1.34
781,5017,1289.913,1277.131,135.79,19090,99,0,1.39
782,5019,1267.595,1292.701,133.68,18921,100,0,1.37
783,5020,1281.219,1271.09,132.86,18132,117,0,1.42
784,5021,1300.051,1273.14,132.73,18279,111,0,1.4
785,5022,1281.318,1295.79,137.03,19265,97,0,1.4
786,5023,1285.438,1274.33,133.22,18712,96,0,1.37
787,5025,1273.581,1274.869,135.26,19413,90,0,1.36
788,5026,1293.665,1272.882,133,18501,102,0,1.38
789,5027,1286.096,1282.488,134.48,18872,102,0,1.37
790,5028,1300.057,1257.156,135.15,18940,104,0,1.39
791,5029,1300.375,1284.786,132.92,18378,106,0,1.39
792,5340,1266.988,1297.343,134.71,29190,103,0,1.06
793,5342,1299.517,1277.456,133.9,28740,113,0,1.07
794,5343,1259.318,1276.948,136.21,29685,99,0,1.07
795,5344,1269.561,1280.252,137.26,30517,88,0,1.05
796,5345,1277.121,1280.189,130.3,28122,128,0,1.06
797,5346,1286,1275.716,134.34,29516,106,0,1.06
798,5347,1276.716,1279.511,130.96,27936,129,0,1.07
799,5024,1278.369,1272.951,133.89,18350,105,0,1.51
800,2704,1286.881,1297.262,136.87,11267,87,0,1.95
801,2947,1281.803,1293.72,134.01,15522,99,0,1.55
802,2949,1290.909,1291.01,135.27,15624,100,0,1.57
803,5018,1282.092,1289.798,133.91,18429,107,0,1.4
804,2480,1282.41,1293.069,132.19,9359,94,0,2.13
805,2481,1290.752,1294.827,140.45,10466,75,0,2.15
806,5639,1290.876,1278.165,135.98,33610,99,0,1
807,573,1269.641,1266.807,130.7,23684,122,0,1.19
808,575,1269.669,1278.272,133.69,25225,106,0,1.16
809,576,1278.259,1274.345,136.23,25344,107,0,1.19
810,577,1297.038,1281.085,134.15,25574,99,0,1.15
811,578,1269.127,1271.09,130.3,23698,124,0,1.18
812,579,1277.939,1287.803,135.87,25988,97,0,1.16
813,580,1267.425,1271.355,133.87,25292,103,0,1.16
814,1477,1292.198,1290.419,127.78,11136,114,0,1.85
815,3457,1278.111,1273.448,136.15,34995,104,0,0.98
816,3458,1279.129,1298.942,137.03,16470,92,0,1.55
817,3459,1285.502,1296.483,133.74,34768,107,0,0.96
818,3460,1284.225,1299.045,132.71,33742,132,0,0.99
819,3461,1283.499,1285.861,131.25,33170,136,0,0.98
820,3462,1279.645,1293.33,136.5,35788,98,0,0.96
821,3463,1276.128,1281.065,136.16,35626,99,0,0.97
822,3464,1266.357,1276.194,133.57,34335,120,0,1
823,3465,1282.383,1286.891,134.04,35077,109,0,0.96
824,3778,1283.188,1287.331,135.6,15467,97,0,1.6
825,3779,1279.725,1274.684,134.52,11472,103,0,1.98
826,3780,1280.893,1285.673,135.91,15329,94,0,1.64
827,3781,1297.319,1280.067,135.33,15180,105,0,1.64
828,4907,1291.897,1258.381,133,15427,100,0,1.56
829,5604,1263.673,1280.631,134.82,44509,109,0,0.85
830,5606,1269.937,1262.638,132.25,42650,127,0,0.85
831,5607,1280.355,1286.423,133.48,43205,128,0,0.86
832,5608,1277.927,1257.902,134.45,43925,116,0,0.85
833,5636,1281.931,1265.148,134.87,33363,101,0,0.99
834,5637,1281.92,1269.224,137.88,8777,93,0,2.48
835,5638,1281.311,1288.012,137.44,34914,82,0,0.98
836,7194,1273.365,1272.739,132.42,19834,112,0,1.34
837,7196,1269.156,1301.572,132.91,20090,106,0,1.33
838,7197,1289.151,1288.766,131.53,19293,118,0,1.36
839,574,1277.586,1282.427,137.47,12674,83,0,1.86
840,2478,1281.777,1289.595,138.25,9466,96,0,2.41
841,156,1283.046,1287.83,136.7,25346,94,0,1.19
842,157,1279.65,1285.245,134.37,35747,110,0,0.96
843,4348,1277.475,1288.56,134.56,32185,98,0,1.01
844,4349,1289.363,1289.252,131.88,28701,122,0,1.09
845,4350,1278.208,1277.126,136.31,32606,97,0,1.06
846,7170,1291.611,1274.627,136.12,22135,99,0,1.34
847,7171,1284.112,1270.978,131.29,8298,106,0,2.34
848,7172,1274.057,1304.068,138.17,23086,85,0,1.27
849,7173,1287.465,1286.068,132.65,21573,116,0,1.26
850,7174,1268.881,1281.868,131.69,21549,104,0,1.25
851,7175,1273.368,1301.686,132.08,21403,111,0,1.28
852,7177,1296.295,1270.148,138.62,23041,87,0,1.31
853,7178,1279.97,1273.808,131.83,20645,128,0,1.32
854,7179,1266.808,1291.816,135.08,22409,97,0,1.29
855,7180,1277.272,1275.409,139.34,23228,84,0,1.28
856,7181,1268.771,1270.201,137.18,22616,92,0,1.27
857,7202,1263.551,1288.263,136.01,35544,105,0,0.99
858,7203,1289.96,1278.254,140.62,8873,79,0,2.38
859,7204,1280.937,1288.899,134.67,35109,107,0,0.97
860,7205,1278.869,1274.841,129.8,32762,142,0,0.97
861,7206,1292.406,1286.491,133.84,34832,116,0,0.97
862,7176,1279.817,1276.47,133.51,21446,108,0,1.28
863,258,1275.58,1274.279,129.52,15830,116,0,1.49
864,1750,1266.604,1294.2,131.06,29658,130,0,1.04
865,256,1274.213,1268.145,131.29,7559,105,0,2.48
866,268,1275.975,1281.426,126.67,15378,122,0,1.51
867,255,1273.356,1299.213,131.02,16159,114,0,1.49
868,257,1257.171,1275.634,129.39,15544,117,0,1.51
869,259,1267.974,1273.77,134.38,17089,97,0,1.47
870,260,1276.162,1283.276,134.94,16838,99,0,1.49
871,261,1266.412,1285.226,133.64,16698,98,0,1.48
872,262,1290.237,1279.22,136.1,17579,90,0,1.46
873,263,1283.892,1265.931,131.59,16605,106,0,1.47
874,264,1284.519,1272.6,134.36,16266,105,0,1.53
875,265,1272.768,1294.139,136.62,17331,87,0,1.47
876,266,1292.505,1254.327,130.3,15869,118,0,1.5
877,267,1281.003,1292.991,137.14,16937,100,0,1.53
878,1738,1256.075,1281.01,132.45,30263,120,0,1.03
